__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,SKLAD,GRUPA,STOKA,SER_NO,OLD_VALUTA,OLD_CENA,NEW_VALUTA,NEW_CENA,OLD_VALUE,NEW_VALUE
10401,11,1,15229,2,9. Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,301025/fpb,M,90.2702,M,90.2669,,
10401,12,1,15230,2,0. СКЛАД - ОСНОВЕН,Готови бутилки,Готови бутилки Металхидрид,120226/6,M,90.2669,M,90.2669,,
10401,13,1,15231,2,0. СКЛАД - ОСНОВЕН,Готови бутилки,Готови бутилки Металхидрид,301025/fpb,M,90.2702,M,90.2669,,
10401,14,1,15232,2,9. Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,120226/6,M,90.2669,M,90.2669,,
10401,15,1,15233,2,2. МЕТАЛХИДРИД,Готови бутилки,Готови бутилки Металхидрид,301025/fpb,M,90.2702,M,90.2669,,
10401,16,1,15234,2,2. МЕТАЛХИДРИД,Готови бутилки,Готови бутилки Металхидрид,120226/6,M,90.2669,M,90.2669,,
10401,17,1,15235,2,2. МЕТАЛХИДРИД,Готови бутилки,Готови бутилки Металхидрид,,M,90.2685816251924,M,90.27,,
10401,18,1,15236,2,,Готови бутилки,Готови бутилки Металхидрид,,M,90.2685816251924,M,90.27,,
10401,19,1,15237,2,9. Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,,M,90.2685816251924,M,90.27,,
10401,20,1,15238,2,0. СКЛАД - ОСНОВЕН,Готови бутилки,Готови бутилки Металхидрид,,M,90.2685816251924,M,90.27,,
10401,21,1,15239,2,System - 10kW Italy,Готови бутилки,Готови бутилки Металхидрид,,M,90.2685816251924,M,90.27,,
10401,22,1,15240,2,9. Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,271025/fpb,M,94.617169191171,M,94.617169191171,,
10401,23,1,15241,2,0. СКЛАД - ОСНОВЕН,Готови бутилки,Готови бутилки Металхидрид,271025/fpb,M,94.617169191171,M,94.617169191171,,
10401,24,1,15242,2,2. МЕТАЛХИДРИД,Готови бутилки,Готови бутилки Металхидрид,271025/fpb,M,94.617169191171,M,94.617169191171,,
10401,25,1,15243,2,2. МЕТАЛХИДРИД,Готови бутилки,Готови бутилки Металхидрид,,M,90.27,M,94.62,,
10401,26,1,15244,2,,Готови бутилки,Готови бутилки Металхидрид,,M,90.27,M,94.62,,
7883,0,1,15245,2,9. Металхидрид износ,Готови бутилки,Готови бутилки Металхидрид,,M,90.27,M,94.62,,
7883,1,1,15246,2,0. СКЛАД - ОСНОВЕН,Готови бутилки,Готови бутилки Металхидрид,,M,90.27,M,94.62,,
7883,2,1,15247,2,System - 10kW Italy,Готови бутилки,Готови бутилки Металхидрид,,M,90.27,M,94.62,,
7883,3,1,15268,2,,1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,4,1,15269,2,Склад,1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,5,1,15270,2,"Склад производство, 500kW",1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,6,1,15271,2,System - 10kW Italy,1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,7,1,15272,2,0. СКЛАД - ОСНОВЕН,1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,8,1,15273,2,System - 60kW Btikel (60),1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,9,1,15274,2,System - 90kW Volkswagen (59),1. Части (Електролизьор),Гумен лист 6/1200мм EPDM,,M,58.53,M,67.2,,
7883,10,1,15277,2,,5.Устройства,Вентилатор осов HCFT/4-450/H-A(400V50HZ) V5,,,,M,455.95,,
7883,11,1,15278,2,,5.Устройства,Вентилатор осов HCFT/4-450/H-A(400V50HZ) V5,,,,M,0.0,,
7883,12,1,15279,2,,5.Устройства,Вентилатор осов HCFT/4-450/H-A(400V50HZ) V5,,,,M,0.0,,
7883,13,1,15282,2,,5.Устройства,лапа гравитационна PER 450W,,,,M,96.86,,
7883,14,1,15283,2,,5.Устройства,лапа гравитационна PER 450W,,,,M,0.0,,
7883,15,1,15284,2,,5.Устройства,лапа гравитационна PER 450W,,,,M,0.0,,
7883,16,1,15288,2,Склад,5.Кранове,Кран сферичен 316L DN15 PN64,265835/031225/2,M,56.4977528721821,M,56.4977528721821,,
7883,17,1,15289,2,0. СКЛАД - ОСНОВЕН,5.Кранове,Кран сферичен 316L DN15 PN64,265835/031225/2,M,56.4977528721821,M,56.4977528721821,,
7883,18,1,15290,2,System - 500kW Titan Zlatna Panega (58),5.Кранове,Кран сферичен 316L DN15 PN64,265835/031225/2,M,56.4977528721821,M,56.4977528721821,,
7883,19,1,15291,2,System - 500kW Titan Zlatna Panega (58),5.Кранове,Кран сферичен 316L DN15 PN64,,M,56.4977528721821,M,56.5,,
7883,20,1,15292,2,,5.Кранове,Кран сферичен 316L DN15 PN64,,M,0.0,M,56.5,,
7883,21,1,15293,2,Склад,5.Кранове,Кран сферичен 316L DN15 PN64,,M,56.4977528721821,M,56.5,,
7883,22,1,15294,2,0. СКЛАД - ОСНОВЕН,5.Кранове,Кран сферичен 316L DN15 PN64,,M,56.4977528721821,M,56.5,,
7883,23,1,15295,2,"Склад 3, 10/30kW",5.Кранове,Кран сферичен 316L DN15 PN64,,M,0.0,M,56.5,,
7883,24,1,15296,2,"Склад производство, 500kW",5.Кранове,Кран сферичен 316L DN15 PN64,,M,0.0,M,56.5,,
7883,25,1,15299,2,0. СКЛАД - ОСНОВЕН,Други (Електроника),Бобина прав ток  12W,1,,,M,12.69,,
7883,26,1,15300,2,0. СКЛАД - ОСНОВЕН,Други (Електроника),Бобина прав ток  12W,1,,,L,0.0,,
7883,27,1,15301,2,0. СКЛАД - ОСНОВЕН,Други (Електроника),Бобина прав ток  12W,1,,,L,0.0,,
10456,0,1,15304,2,System - 60kW Btikel (60),8.Табло газ анализатор,MALE CONNECTOR 6MM SWA – R 1/8`` - мъжка връзка,,M,12.44,M,12.54,,
10456,1,1,15305,2,,8.Табло газ анализатор,MALE CONNECTOR 6MM SWA – R 1/8`` - мъжка връзка,,M,12.44,M,12.54,,
10456,2,1,15306,2,Склад,8.Табло газ анализатор,MALE CONNECTOR 6MM SWA – R 1/8`` - мъжка връзка,,M,12.44,M,12.54,,
10456,3,1,15307,2,0. СКЛАД - ОСНОВЕН,8.Табло газ анализатор,MALE CONNECTOR 6MM SWA – R 1/8`` - мъжка връзка,,M,12.44,M,12.54,,
10456,4,1,15308,2,"Склад 3, 10/30kW",8.Табло газ анализатор,MALE CONNECTOR 6MM SWA – R 1/8`` - мъжка връзка,,M,12.44,M,12.54,,
10456,5,1,15309,2,System - 60kW Btikel (60),8.Табло газ анализатор,Male connector 6MM SWA-1/4`` GAS-CONICO,,M,12.98,M,13.08,,
10456,6,1,15310,2,,8.Табло газ анализатор,Male connector 6MM SWA-1/4`` GAS-CONICO,,M,12.98,M,13.08,,
10456,7,1,15311,2,Склад,8.Табло газ анализатор,Male connector 6MM SWA-1/4`` GAS-CONICO,,M,12.98,M,13.08,,
10456,8,1,15312,2,0. СКЛАД - ОСНОВЕН,8.Табло газ анализатор,Male connector 6MM SWA-1/4`` GAS-CONICO,,M,12.98,M,13.08,,
10456,9,1,15313,2,"Склад производство, 500kW",8.Табло газ анализатор,Male connector 6MM SWA-1/4`` GAS-CONICO,,M,12.98,M,13.08,,
10456,10,1,15317,2,System - 500kW Titan Zlatna Panega (58),Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,3.31,M,2.36,,
10456,11,1,15318,2,,Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,3.31,M,2.36,,
10456,12,1,15319,2,Склад,Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,3.31,M,2.36,,
10456,13,1,15320,2,System - 90kW Volkswagen (59),Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,3.31,M,2.36,,
10456,14,1,15321,2,"Склад производство, 500kW",Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,0.0,M,2.36,,
10456,15,1,15322,2,"Склад производство, 500kW",Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,0.0,L,0.0,,
10456,16,1,15323,2,"Склад производство, 500kW",Шини (Електроника),DIN-релса за модулна апаратура перфорирана 2m,,M,0.0,L,0.0,,
10456,17,1,15335,2,,7.Кабели,Кабел patch S/FTP Vat.6 LSZH 0.15m сив,,,,M,0.0,,
10456,18,1,15336,2,,7.Кабели,Кабел patch S/FTP Vat.6 LSZH 0.15m сив,,,,M,0.0,,
10456,19,1,15337,2,,7.Кабели,Кабел patch S/FTP Vat.6 LSZH 0.15m сив,,,,M,0.0,,
10456,20,1,15339,2,,7.Кабели,Кабел patch S/FTP Vat.6 LSZH 0.15m сив,,M,0.0,M,1.02,,
10456,21,1,15340,2,,"Кабелни накрайници, обувки",Ключови жакове Cat.6 180о,,,,M,2.35,,
10456,22,1,15341,2,,"Кабелни накрайници, обувки",Ключови жакове Cat.6 180о,,,,M,0.0,,
10456,23,1,15342,2,,"Кабелни накрайници, обувки",Ключови жакове Cat.6 180о,,,,M,0.0,,
10456,24,1,15345,2,,"Кабелни накрайници, обувки",Ключови жакове Cat.6 180о,,,,,,,3-1462001
10456,25,1,15346,2,,7.Кабели,Кабел пач S/FTP Cat.6 LSZH 0.15m сив,,,,M,0.0,,
10517,0,1,15347,2,,7.Кабели,Кабел пач S/FTP Cat.6 LSZH 0.15m сив,,,,M,0.0,,
10517,1,1,15348,2,,7.Кабели,Кабел пач S/FTP Cat.6 LSZH 0.15m сив,,,,M,0.0,,
10517,2,1,15350,2,,7.Кабели,Кабел пач S/FTP Cat.6 LSZH 0.15m сив,,M,0.0,M,1.02,,
10517,3,1,15358,2,,Други (Електроника),Трансмитер с галв. разделяне тип К към 4-20mA,,,,M,92.0,,
10517,4,1,15359,2,,Други (Електроника),Трансмитер с галв. разделяне тип К към 4-20mA,,,,M,0.0,,
10517,5,1,15360,2,,Други (Електроника),Трансмитер с галв. разделяне тип К към 4-20mA,,,,M,0.0,,
10517,6,1,15363,2,0. СКЛАД - ОСНОВЕН,За фактури,Консумативи,,M,0.06,M,1.29,,
10517,7,1,15364,2,,За фактури,Консумативи,,M,0.06,M,1.29,,
10517,8,1,15366,2,,2.Фитинги за заваряване,Концентричен нам. 304L (26.9x21.3x2) 3/4“-1/2“,,,,M,3.17,,
10517,9,1,15367,2,,2.Фитинги за заваряване,Концентричен нам. 304L (26.9x21.3x2) 3/4“-1/2“,,,,M,0.0,,
10517,10,1,15368,2,,2.Фитинги за заваряване,Концентричен нам. 304L (26.9x21.3x2) 3/4“-1/2“,,,,M,0.0,,
10517,11,1,15370,2,,2.Фитинги за заваряване,Концентричен нам. 304L (33.7x26.9x2) 1“-3/4“,,,,M,1.96,,
10517,12,1,15371,2,,2.Фитинги за заваряване,Концентричен нам. 304L (33.7x26.9x2) 1“-3/4“,,,,M,0.0,,
10517,13,1,15372,2,,2.Фитинги за заваряване,Концентричен нам. 304L (33.7x26.9x2) 1“-3/4“,,,,M,0.0,,
10517,14,1,15374,2,,Преходи на резба,Преход 316L вътрешна резба 150LBS 1 1/2“-1“,,,,M,9.76,,
10517,15,1,15375,2,,Преходи на резба,Преход 316L вътрешна резба 150LBS 1 1/2“-1“,,,,M,0.0,,
10517,16,1,15376,2,,Преходи на резба,Преход 316L вътрешна резба 150LBS 1 1/2“-1“,,,,M,0.0,,
10517,17,1,15378,2,,1.Тръби,Изолация тръбна RUBAFLEX 9x43,,,,M,0.83,,
10517,18,1,15379,2,,1.Тръби,Изолация тръбна RUBAFLEX 9x43,,,,M,0.0,,
10517,19,1,15380,2,,1.Тръби,Изолация тръбна RUBAFLEX 9x43,,,,M,0.0,,
10517,20,1,15387,2,,5.Кранове,Кран 2 части 316 сфер. на рез. 1/2“,,,,M,8.88,,
10517,21,1,15388,2,,5.Кранове,Кран 2 части 316 сфер. на рез. 1/2“,,,,M,0.0,,
10517,22,1,15389,2,,5.Кранове,Кран 2 части 316 сфер. на рез. 1/2“,,,,M,0.0,,
10517,23,1,15393,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS 3/4“,,,,M,1.0,,
10517,24,1,15394,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS 3/4“,,,,M,0.0,,
10517,25,1,15395,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS 3/4“,,,,M,0.0,,
10517,26,1,15397,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS EU 1“,,,,M,1.58,,
10517,27,1,15398,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS EU 1“,,,,M,0.0,,
10517,28,1,15399,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS EU 1“,,,,M,0.0,,
10517,29,1,15405,2,0. СКЛАД - ОСНОВЕН,2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10517,30,1,15406,2,,2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,0,1,15407,2,Склад,2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,1,1,15408,2,System - 60kW Brikel (60),2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,2,1,15409,2,System - 90kW Volkswagen (59),2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,3,1,15410,2,3. ПРОИЗВОДСТВО,2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,4,1,15411,2,System - 10kW Italy,2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,5,1,15412,2,1. СКЛАД - Ford Transit,2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,6,1,15413,2,System - 500kW Titan Zlatna Panega (58),2.Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,,M,0.9,M,0.79,,
10533,7,1,15416,2,,3.Метални Елементи,"Профилна тръба ГВ 40х40х1,5",,,,M,2.23,,
10533,8,1,15417,2,,3.Метални Елементи,"Профилна тръба ГВ 40х40х1,5",,,,M,0.0,,
10533,9,1,15418,2,,3.Метални Елементи,"Профилна тръба ГВ 40х40х1,5",,,,M,0.0,,
10533,10,1,15421,2,,3.Метални Елементи,Винкел ГВ 20/20/3,,,,M,0.0,,
10533,11,1,15422,2,,3.Метални Елементи,Винкел ГВ 20/20/3,,,,M,0.0,,
10533,12,1,15423,2,,3.Метални Елементи,Винкел ГВ 20/20/3,,,,M,0.0,,
10533,13,1,15425,2,,2.Фитинги за заваряване,Концентричен нам. 304L (60.3x48.3x2) 2“-1 1/2“,,,,M,3.86,,
10533,14,1,15426,2,,2.Фитинги за заваряване,Концентричен нам. 304L (60.3x48.3x2) 2“-1 1/2“,,,,M,0.0,,
10533,15,1,15427,2,,2.Фитинги за заваряване,Концентричен нам. 304L (60.3x48.3x2) 2“-1 1/2“,,,,M,0.0,,
10533,16,1,15431,2,,WAGO, Изход аналогов 4 канален,,,,,,750-559,750-559 (51187321)
10533,17,1,15432,2,0. СКЛАД - ОСНОВЕН,WAGO, Изход аналогов 4 канален,,M,244.89,M,141.03,,
10533,18,1,15433,2,,WAGO, Изход аналогов 4 канален,,M,244.89,M,141.03,,
10533,19,1,15434,2,,WAGO,"16 канален цифров вход, 24VDC",,,,,,750-1405,750-1405 (60404010)
10533,20,1,15437,2,,WAGO,Вход аналогов канален несиметричен 8 AI,,,,,,750-496,750-496 (60273646)
10533,21,1,15440,2,,WAGO,750-559 (Изход аналогов 4 канален),,,,,,750-559 (51187321),51187321
10533,22,1,15442,2,,WAGO,750-1405 (Вход цифров 16 канален 24VDC),,,,,,750-1405 (60404010),60404010
10533,23,1,15445,2,,WAGO,750-496 (Вход аналогов канален несим. 8 AI),,,,,,750-496 (60273646),60273646
10533,24,1,15447,2,,WAGO,750-1506 (Разширител за WAGO),,,,,,,7501506
10533,25,1,15448,2,,WAGO,750-1506 (Разширител за WAGO),,,,,,7501506,
10533,26,1,15450,2,,WAGO,750-1506 (Разширител за WAGO),,,,M,85.11,,
10533,27,1,15451,2,,WAGO,750-1506 (Разширител за WAGO),,,,M,0.0,,
10533,28,1,15452,2,,WAGO,750-1506 (Разширител за WAGO),,,,M,0.0,,
10533,29,1,15455,2,,WAGO,750-600 (Краен модул),,,,,,750-600,60404007
10541,0,1,15457,2,,WAGO,750-602 (Захранване 24 VDC),,,,,,750-602,51180879
10541,1,1,15459,2,,WAGO,750-8212 (Контролер PFC200),,,,,,750-8212,60372744
10541,2,1,15461,2,,WAGO,2787-2144 (Захранване еднофазно PSU),,,,,,2787-2144,60492287
10541,3,1,15463,2,,WAGO,762-3404 (Уеб панел WP 400),,,,,,762-3404,60607976
10541,4,1,15466,2,,9.Други,Силикагел - тип ORANGE,,M,0.511291881196218,M,8.0,,
10541,5,1,15467,2,0. СКЛАД - ОСНОВЕН,9.Други,Силикагел - тип ORANGE,1,,,M,8.0,,
10541,6,1,15468,2,0. СКЛАД - ОСНОВЕН,9.Други,Силикагел - тип ORANGE,1,,,L,0.0,,
10541,7,1,15469,2,0. СКЛАД - ОСНОВЕН,9.Други,Силикагел - тип ORANGE,1,,,L,0.0,,
10541,8,1,15531,2,,2.Очиска,Топлообменник XT Hexonic,,,,,,FF.PRO.SS.Gr.1 01100021,01100021
10541,9,1,15534,2,,2.Очиска,Топлообменник XT Hexonic JAD X 2.11.08.68,,,,,,FF.PRO.SS.Gr.1 03010025,03010025
10541,10,1,15786,2,,Холендри на резба,Холендър 316L резба М/Ж PTFE 1/2“,,,,,,9529742,100304
10541,11,1,15790,2,,Холендри на резба,Холендър 316L резба М/Ж PTFE 1/2“,,,,,,100304,
10541,12,1,15812,2,,Холендри на резба,Холендър 316L резба М/Ж PTFE 150LBS 1/2“,,,,,,,9594939
10541,13,1,15935,2,,2.7. PP връзки,Нипел месинг вътрешно редуктивен 1“х3/4“,,,,,,3/4`-1`,
10541,14,1,16037,2,,1.2.2 Съдове (Очиска),Топлообменник XT Hexonic JAD X 3.18.08.75,,,,M,2030.0,,
10541,15,1,16038,2,,1.2.2 Съдове (Очиска),Топлообменник XT Hexonic JAD X 3.18.08.75,,,,M,0.0,,
10541,16,1,16039,2,,1.2.2 Съдове (Очиска),Топлообменник XT Hexonic JAD X 3.18.08.75,,,,M,0.0,,
10541,17,1,16042,2,,Сензори,Дебитомер (Mass H2 300NLPM) 40bar 6barg,,,,M,3962.0,,
10541,18,1,16043,2,,Сензори,Дебитомер (Mass H2 300NLPM) 40bar 6barg,,,,M,0.0,,
10541,19,1,16044,2,,Сензори,Дебитомер (Mass H2 300NLPM) 40bar 6barg,,,,M,0.0,,
10541,20,1,16046,2,,Сензори,"Дебитомер (Mass H2 300NLPM) 40bar 0,5barg",,,,M,3962.0,,
10541,21,1,16047,2,,Сензори,"Дебитомер (Mass H2 300NLPM) 40bar 0,5barg",,,,M,0.0,,
10541,22,1,16048,2,,Сензори,"Дебитомер (Mass H2 300NLPM) 40bar 0,5barg",,,,M,0.0,,
10541,23,1,16050,2,,Сензори,"Дебитомер (Mass H2 300NLPM) 40bar 0,5barg",,,,,,,SLAENH-207367
10541,24,1,16051,2,,1.3. Металхидрид,Бутилки Металхидрид (LXF 1L L6X 200bar 17E +EAC),,,,M,68.0,,
10541,25,1,16052,2,,1.3. Металхидрид,Бутилки Металхидрид (LXF 1L L6X 200bar 17E +EAC),,,,M,0.0,,
10541,26,1,16053,2,,1.3. Металхидрид,Бутилки Металхидрид (LXF 1L L6X 200bar 17E +EAC),,,,M,0.0,,
10541,27,1,16055,2,,1.3. Металхидрид,Кран Металхидрид (GCE H2 DIN01 17E 200bar),,,,M,23.0,,
10541,28,1,16056,2,,1.3. Металхидрид,Кран Металхидрид (GCE H2 DIN01 17E 200bar),,,,M,0.0,,
10541,29,1,16057,2,,1.3. Металхидрид,Кран Металхидрид (GCE H2 DIN01 17E 200bar),,,,M,0.0,,
10541,30,1,16059,2,,1.3. Металхидрид,Бутилки Металхидрид (LXF 1L L6X 200bar 17E +EAC),,M,68.0,M,86.06,,
10602,0,1,16060,2,,1.3. Металхидрид,Кран Металхидрид (GCE H2 DIN01 17E 200bar),,M,23.0,M,29.11,,
10602,1,1,16062,2,,Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,,M,272.73,M,222.03,,
10602,2,1,16063,2,,Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,,,,,,BU 00563554,W 14644595
10602,3,1,16064,2,0. СКЛАД - ОСНОВЕН,Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,,M,272.73,M,222.03,,
10602,4,1,16065,2,System - 60kW Brikel (60),Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,,M,272.73,M,222.03,,
10602,5,1,16066,2,0. СКЛАД - ОСНОВЕН,Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,1,,,M,222.03,,
10602,6,1,16067,2,0. СКЛАД - ОСНОВЕН,Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,1,,,M,0.0,,
10602,7,1,16068,2,0. СКЛАД - ОСНОВЕН,Сензори,Нивомер вибрационен 4-pin G1/2 TLS-1/2“,1,,,M,0.0,,
10602,8,1,16070,2,0. СКЛАД - ОСНОВЕН,8. Табло газ анализатор,"Instr., low profile sleeve -",1,,,M,67.97,,
10602,9,1,16071,2,0. СКЛАД - ОСНОВЕН,8. Табло газ анализатор,"Instr., low profile sleeve -",1,,,L,0.0,,
10602,10,1,16072,2,0. СКЛАД - ОСНОВЕН,8. Табло газ анализатор,"Instr., low profile sleeve -",1,,,L,0.0,,
10602,11,1,16073,2,0. СКЛАД - ОСНОВЕН,8. Табло газ анализатор,2 micron element kit for 2F series - филтър,1,,,M,8.95,,
10602,12,1,16074,2,0. СКЛАД - ОСНОВЕН,8. Табло газ анализатор,2 micron element kit for 2F series - филтър,1,,,L,0.0,,
10602,13,1,16075,2,0. СКЛАД - ОСНОВЕН,8. Табло газ анализатор,2 micron element kit for 2F series - филтър,1,,,L,0.0,,
10602,14,1,16089,2,,Други (Електроника),диференциалнотокова защита XKR6 40А,,,,,,XKR6,
10602,15,1,16155,2,,7. Кабели,Кабел пач S/FTP Cat.6 LSZH 0.15m сив,,,,,,,"K5510.0,15"
10602,16,1,16275,2,,9. Други,Контейнер 20“,,,,,,-,
10602,17,1,16313,2,,3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.72,M,168.0,,
10602,18,1,16314,2,Склад,3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.72,M,168.0,,
10602,19,1,16315,2,System - 90kW Volkswagen (59),3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.72,M,168.0,,
10602,20,1,16316,2,0. СКЛАД - ОСНОВЕН,3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.72,M,168.0,,
10602,21,1,16317,2,"Склад производство, 500kW",3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.72,M,168.0,,
10602,22,1,16318,2,System - 60kW Brikel (60),3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.72,M,168.0,,
10602,23,1,16319,2,,3. Метални Елементи,Винкел ГВ 40/40/3,,M,168.0,M,1.68,,
10602,24,1,16320,2,Склад,3. Метални Елементи,Винкел ГВ 40/40/3,,M,168.0,M,1.68,,
10602,25,1,16321,2,System - 90kW Volkswagen (59),3. Метални Елементи,Винкел ГВ 40/40/3,,M,168.0,M,1.68,,
10602,26,1,16322,2,0. СКЛАД - ОСНОВЕН,3. Метални Елементи,Винкел ГВ 40/40/3,,M,168.0,M,1.68,,
10602,27,1,16323,2,"Склад производство, 500kW",3. Метални Елементи,Винкел ГВ 40/40/3,,M,168.0,M,1.68,,
10678,0,1,16324,2,System - 60kW Brikel (60),3. Метални Елементи,Винкел ГВ 40/40/3,,M,168.0,M,1.68,,
10678,1,1,16325,2,,3. Метални Елементи,Винкел ГВ 20/20/3,,M,0.0,M,0.8,,
10678,2,1,16328,2,,3. Метални Елементи,"Профилна тръба ГВ 40х40х1,5",,M,2.23,M,1.86,,
10678,3,1,16329,2,0. СКЛАД - ОСНОВЕН,3. Метални Елементи,"Профилна тръба ГВ 40х40х1,5",,M,2.23,M,1.86,,
10678,4,1,16332,2,,3. Метални Елементи,Ламарина прос.раз.студ. 1.25х1000х2000мм 11х9мм,,,,M,17.18,,
10678,5,1,16333,2,,3. Метални Елементи,Ламарина прос.раз.студ. 1.25х1000х2000мм 11х9мм,,,,M,0.0,,
10678,6,1,16334,2,,3. Метални Елементи,Ламарина прос.раз.студ. 1.25х1000х2000мм 11х9мм,,,,M,0.0,,
10678,7,1,16336,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х13мм",,,,M,0.04,,
10678,8,1,16337,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х13мм",,,,M,0.0,,
10678,9,1,16338,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х13мм",,,,M,0.0,,
10678,10,1,16340,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х13мм",,,,M,0.03,,
10678,11,1,16341,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х13мм",,,,M,0.0,,
10678,12,1,16342,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х13мм",,,,M,0.0,,
10678,13,1,16344,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х16мм",,,,M,0.04,,
10678,14,1,16345,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х16мм",,,,M,0.0,,
10678,15,1,16346,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х16мм",,,,M,0.0,,
10678,16,1,16348,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х13мм",,,,,,"TGK 457, DIN 7504K",014 TGK 457 DIN 7504K
10678,17,1,16349,2,,Винтове,"Винт за метал с 6-стенна глава SW8, 4.8х13мм",,,,,,"TGK 296, DIN7504K","014 TGK 296, DIN7504K"
10678,18,1,16350,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х16мм",,,,M,0.03,,
10678,19,1,16351,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х16мм",,,,M,0.0,,
10678,20,1,16352,2,,Винтове,"Винт за метал с 6-стенна глава SW7, 4.2х16мм",,,,M,0.0,,
10678,21,1,16354,2,,3. Метални Елементи,Ламарина прос.раз.студ. 1.25х1000х2000мм 11х9мм,,,,,,"057 ERX 044, SQ 11",057 ERX 044 SQ 11
10678,22,1,16356,2,,2.1. Тръби,"Тръба шевна 304L (33,7x2.6) 1“",,M,11.88,M,10.89,,
10678,23,1,16357,2,2. МЕТАЛХИДРИД,2.1. Тръби,"Тръба шевна 304L (33,7x2.6) 1“",,M,11.88,M,10.89,,
10678,24,1,16358,2,0. СКЛАД - ОСНОВЕН,2.1. Тръби,"Тръба шевна 304L (33,7x2.6) 1“",,M,11.88,M,10.89,,
10678,25,1,16360,2,,1. Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI 10bar,,,,M,4459.0,,
10678,26,1,16361,2,,1. Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI 10bar,,,,M,0.0,,
10678,27,1,16362,2,,1. Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI 10bar,,,,M,0.0,,
10678,28,1,16455,2,,1. Фирми,TEchnopolis,,,,M,0.0,,
